Date,"Close Price","20 Day MA","50 Day MA"
2015-03-25,2017.85,2077.8525,2220.0920000000006
2015-03-26,2001.75,2071.1925,2213.6020000000003
2015-03-27,2017.15,2064.5275,2206.672
2015-03-30,2023.75,2057.625,2198.788
2015-03-31,2017.35,2054.755,2190.734
2015-04-01,2018.65,2049.88,2182.881
2015-04-06,2031.35,2045.3425,2175.2870000000003
2015-04-07,2093,2043.975,2168.3070000000002
2015-04-08,2104.75,2043.5574999999997,2161.624
2015-04-09,2097.25,2041.9724999999999,2154.725
2015-04-10,2100.6,2042.0524999999998,2148.386
2015-04-13,2100.45,2043.1824999999997,2142.457
2015-04-15,2077.8,2045.9274999999998,2135.959
2015-04-16,2086.7,2048.75,2129.906
2015-04-17,2065.7,2049.7524999999996,2124.264
2015-04-20,2018.5,2048.95,2119.4320000000002
2015-04-21,1992.95,2047.3774999999994,2114.34
2015-04-22,1988.5,2045.7349999999994,2109.249
2015-04-23,1991.4,2043.6675,2104.5119999999997
2015-04-24,1996.85,2042.1149999999998,2099.098
2015-04-27,1990.55,2040.75,2093.5789999999997
2015-04-28,1990.55,2040.19,2087.551
2015-04-29,1978.1,2038.2375000000004,2081.9
2015-04-30,1949.4,2034.5200000000004,2075.6530000000002
2015-05-04,2093.7,2038.3375,2072.293
2015-05-05,2063.35,2040.5724999999998,2068.7470000000003
2015-05-06,2020.25,2040.0174999999995,2064.684
2015-05-07,2067,2038.7175,2061.838
2015-05-08,2129.35,2039.9474999999998,2060.7300000000005
2015-05-11,2182.1,2044.1899999999998,2060.5330000000004
2015-05-12,2128.95,2045.6074999999996,2059.496
2015-05-13,2125.2,2046.8449999999998,2059.3010000000004
2015-05-14,2165,2051.2049999999995,2059.592
2015-05-15,2181.85,2055.9624999999996,2059.9930000000004
2015-05-18,2221.95,2063.7749999999996,2062.9370000000004
2015-05-19,2199.25,2072.8124999999995,2064.599
2015-05-20,2150.5,2080.6899999999996,2065.167
2015-05-21,2299.75,2096.2524999999996,2068.755
2015-05-22,2310.5,2112.2074999999995,2072.703
2015-05-25,2301.85,2127.4575,2076.161
2015-05-26,2315.5,2143.705,2080.491
2015-05-27,2306.4,2159.4975,2085.062
2015-05-28,2302.65,2175.7250000000004,2090.6569999999997
2015-05-29,2315,2194.005,2096.352
2015-06-01,2336.3,2206.135,2102.165
2015-06-02,2269.1,2216.4225,2106.856
2015-06-03,2240.8,2227.4500000000003,2111.1839999999997
2015-06-04,2216.2,2234.91,2115.0809999999997
2015-06-05,2199.35,2238.41,2118.413
2015-06-08,2221.3,2240.37,2122.281
2015-06-09,2185.85,2243.215,2125.641
2015-06-10,2253.1,2249.6099999999997,2130.668
2015-06-11,2207.55,2251.7375,2134.4760000000006
2015-06-12,2285.55,2256.9225,2139.7120000000004
2015-06-15,2334.3,2262.54,2146.0510000000004
2015-06-16,2391.35,2272.145,2153.505
2015-06-17,2368.05,2283.0225,2160.239
2015-06-18,2397.35,2287.9025,2166.3260000000005
2015-06-19,2405.6,2292.6575000000003,2172.3430000000003
2015-06-22,2425.4,2298.835,2178.906000000001
2015-06-23,2412.45,2303.6825,2185.143000000001
2015-06-24,2395,2308.1124999999997,2191.034000000001
2015-06-25,2506.25,2318.2924999999996,2199.603000000001
2015-06-26,2540.15,2329.5499999999997,2208.6720000000005
2015-06-29,2550.6,2340.2649999999994,2218.370000000001
2015-06-30,2535.65,2353.5924999999997,2228.7130000000006
2015-07-01,2523.6,2367.7324999999996,2239.326000000001
2015-07-02,2565.8,2385.2125,2250.8720000000008
2015-07-03,2586.15,2404.5525000000002,2262.7670000000003
2015-07-06,2595.35,2423.255,2274.7370000000005
2015-07-07,2606.25,2444.2750000000005,2287.051000000001
2015-07-08,2573.9,2460.315,2298.7180000000003
2015-07-09,2513.95,2475.635,2309.4350000000004
2015-07-10,2470.9,2484.9025,2319.8650000000002
2015-07-13,2497.45,2493.06,2327.94
2015-07-14,2499.05,2498.445,2336.6540000000005
2015-07-15,2532.45,2506.665,2346.8979999999997
2015-07-16,2544.25,2514.0099999999998,2356.4429999999998
2015-07-17,2527.25,2520.0924999999997,2364.401
2015-07-20,2519.55,2524.8,2371.1499999999996
2015-07-21,2544.6,2531.4075000000003,2379.4629999999997
2015-07-22,2619.1,2542.6125,2389.341
2015-07-23,2487.75,2541.6875,2395.7960000000003
2015-07-24,2497.45,2539.5525000000002,2402.108
2015-07-27,2507.7,2537.4075,2407.823
2015-07-28,2476.05,2534.4275000000002,2413.359
2015-07-29,2495.15,2533.005,2420.252
2015-07-30,2523.8,2530.9049999999997,2424.7329999999997
2015-07-31,2519.15,2527.555,2428.906
2015-08-03,2504.4,2523.0075,2432.9569999999994
2015-08-04,2510.55,2518.2225000000003,2436.8579999999997
2015-08-05,2569.7,2518.0125000000003,2442.124
2015-08-06,2575.45,2521.0875,2447.5799999999995
2015-08-07,2537.85,2524.435,2452.0369999999994
2015-08-10,2556.3,2527.3775,2456.437
2015-08-11,2541.75,2529.5125,2461.89
2015-08-12,2462.1,2525.995,2466.3160000000003
2015-08-13,2489.05,2523.235,2471.773
2015-08-14,2558.8,2524.8125000000005,2478.962
2015-08-17,2529.95,2525.3325,2485.135
2015-08-18,2522,2524.2025000000003,2491.8580000000006
2015-08-19,2541.25,2520.3100000000004,2497.6210000000005
2015-08-20,2492.1,2520.5275,2503.3120000000004
2015-08-21,2407.35,2516.0225,2505.7480000000005
2015-08-24,2188.45,2500.0599999999995,2502.831
2015-08-25,2204.65,2486.4899999999993,2499.097
2015-08-26,2244.15,2473.9399999999996,2496.619
2015-08-27,2189.3,2457.215,2492.458
2015-08-28,2269.2,2444.7174999999997,2489.7299999999996
2015-08-31,2254.9,2432.2425,2486.3199999999997
2015-09-01,2251.75,2419.3025000000002,2483.1059999999998
2015-09-02,2207.35,2401.185,2479.353
2015-09-03,2246.85,2384.755,2474.1650000000004
2015-09-04,2207.85,2368.255,2467.5190000000007
2015-09-07,2192.75,2350.0775,2460.3620000000005
2015-09-08,2209.8,2333.48,2453.8450000000007
2015-09-09,2269.05,2323.8275000000003,2448.754000000001
2015-09-10,2302.45,2314.4975000000004,2443.4870000000005
2015-09-11,2318.5,2302.4825,2438.134
2015-09-14,2310.5,2291.5099999999998,2432.4370000000004
2015-09-15,2295.2,2280.1699999999996,2426.2160000000003
2015-09-16,2345.65,2270.39,2421.651
2015-09-18,2294.15,2260.4924999999994,2417.255
2015-09-21,2303.05,2255.2775,2413.898
2015-09-22,2258.15,2258.7625,2409.112
2015-09-23,2240.25,2260.5425000000005,2403.9359999999997
2015-09-24,2283.1,2262.4900000000002,2398.949
2015-09-28,2275.9,2266.8200000000006,2393.582
2015-09-29,2251.75,2265.9475,2388.0719999999997
2015-09-30,2309.75,2268.69,2383.8759999999997
2015-10-01,2313.85,2271.795,2379.261
2015-10-05,2384.4,2280.6475,2374.567
2015-10-06,2377.6,2287.1850000000004,2372.364
2015-10-07,2452.3,2299.4075000000003,2371.4610000000002
2015-10-08,2435.2,2311.5299999999997,2370.011
2015-10-09,2444.15,2323.2475000000004,2369.3729999999996
2015-10-12,2425.35,2331.0625,2367.977
2015-10-13,2460.75,2338.9775,2366.716
2015-10-14,2439.6,2345.0325,2365.1249999999995
2015-10-15,2451.8,2352.0975,2364.073
2015-10-16,2458.45,2360.2599999999998,2363.031
2015-10-19,2459.75,2365.9649999999997,2360.832
2015-10-20,2438.3,2373.1725,2358.089
2015-10-21,2518.25,2383.9325,2357.697
2015-10-23,2513.85,2396.7174999999997,2356.848
2015-10-26,2567.55,2413.0825,2357.3640000000005
2015-10-27,2582.25,2428.04,2359.7670000000007
2015-10-28,2568.8,2442.6850000000004,2361.3620000000005
2015-10-29,2575.15,2458.8550000000005,2361.6890000000003
2015-10-30,2549.6,2470.8475000000003,2362.0820000000003
2015-11-02,2432.15,2476.7625000000003,2360.2850000000003
2015-11-03,2421.35,2478.61,2357.8870000000006
2015-11-04,2448.75,2482.1675000000005,2357.0200000000004
2015-11-05,2414.25,2480.2650000000003,2357.1580000000004
2015-11-06,2422.9,2479.65,2361.847
2015-11-09,2409,2477.8925,2365.9340000000007
2015-11-10,2453.2,2479.285,2370.1150000000002
2015-11-11,2451.05,2478.8,2375.3500000000004
2015-11-13,2377,2475.67,2377.5060000000003
2015-11-16,2383.5,2472.255,2380.078
2015-11-17,2363.85,2467.525,2382.32
2015-11-18,2345.65,2461.82,2385.0860000000002
2015-11-19,2423.65,2461.0875000000005,2388.6220000000003
2015-11-20,2468.5,2458.6000000000004,2393.835
2015-11-23,2523.2,2459.0675,2400.444
2015-11-24,2478.85,2454.6325,2405.8250000000003
2015-11-26,2462.4,2448.6400000000003,2409.692
2015-11-27,2448.85,2442.6425,2412.62
2015-11-30,2481.55,2437.9625,2415.881
2015-12-01,2461.2,2433.5425,2418.8949999999995
2015-12-02,2499.4,2436.9049999999997,2422.979
2015-12-03,2481.1,2439.8925,2425.688
2015-12-04,2469.15,2440.9125,2429.188
2015-12-07,2449,2442.6500000000005,2432.107
2015-12-08,2462.45,2444.6274999999996,2436.1929999999998
2015-12-09,2390.45,2443.7,2439.1969999999997
2015-12-10,2441.45,2443.1124999999993,2442.3639999999996
2015-12-11,2411.9,2441.1549999999997,2445.084
2015-12-14,2409.75,2442.7924999999996,2448.2439999999997
2015-12-15,2435.45,2445.3899999999994,2450.758
2015-12-16,2451.65,2449.7799999999997,2453.513999999999
2015-12-17,2524.2,2458.7074999999995,2456.3099999999995
2015-12-18,2481.95,2461.6225,2458.396999999999
2015-12-21,2489.25,2462.66,2459.135999999999
2015-12-22,2476.1,2460.305,2459.9539999999993
2015-12-23,2475.6,2460.1425,2460.5829999999996
2015-12-24,2484.8,2461.2625,2461.7719999999995
2015-12-28,2487.45,2463.1925,2462.3059999999996
2015-12-29,2531.15,2465.6725,2464.1369999999997
2015-12-30,2515.5,2468.3875000000003,2465.4109999999996
2015-12-31,2533.5,2470.0925,2466.9119999999994
2016-01-01,2520.05,2472.0400000000004,2468.1179999999995
2016-01-04,2488.15,2472.9900000000002,2469.1149999999993
2016-01-05,2497.05,2475.3925000000004,2468.6909999999993
2016-01-06,2485.5,2476.545,2468.1239999999993
2016-01-07,2419.25,2477.985,2465.1579999999994
2016-01-08,2376.85,2474.755,2461.0499999999997
2016-01-11,2359.8,2472.1500000000005,2456.87
2016-01-12,2342.45,2468.7850000000003,2452.216
2016-01-13,2364,2465.2125,2448.5039999999995
2016-01-14,2362.15,2460.7375,2447.104
2016-01-15,2335.2,2451.2875,2445.381
2016-01-18,2249.6,2439.6699999999996,2441.3979999999997
2016-01-19,2266.6,2428.5374999999995,2438.445
2016-01-20,2276.25,2418.5449999999996,2435.512
2016-01-21,2274,2408.4649999999997,2432.812
2016-01-22,2317.6,2400.1049999999996,2430.1
2016-01-25,2323.15,2391.89,2427.542
2016-01-27,2301.7,2380.4175,2426.0359999999996
2016-01-28,2269.75,2368.13,2423.7609999999995
2016-01-29,2341.9,2358.55,2423.3219999999997
2016-02-01,2328.1,2348.9525000000003,2422.9709999999995
2016-02-02,2362.55,2342.6725,2421.749
2016-02-03,2348.05,2335.2225000000003,2419.34
2016-02-04,2310.05,2326.4500000000003,2415.077
2016-02-05,2361.1,2323.5425,2412.722
2016-02-08,2348.7,2322.135,2410.4480000000003
2016-02-09,2377.65,2323.0275,2409.0240000000003
2016-02-10,2371.05,2324.4575,2406.8140000000003
2016-02-11,2331.15,2322.815,2404.2130000000006
2016-02-12,2302.95,2319.855,2400.284
2016-02-15,2343.25,2320.2575,2397.5270000000005
2016-02-16,2334.75,2324.515,2394.8390000000004
2016-02-17,2356.9,2329.0299999999997,2392.9970000000003
2016-02-18,2405.5,2335.4925,2391.858
2016-02-19,2457,2344.6425,2393.189
2016-02-22,2475.3,2352.5275000000006,2393.866
2016-02-23,2396.25,2356.1825,2393.553
2016-02-24,2344.65,2358.3300000000004,2392.2509999999997
2016-02-25,2317.8,2360.7325000000005,2389.8979999999997
2016-02-26,2236.85,2355.4800000000005,2385.602
2016-02-29,2200.4,2349.0950000000007,2379.1259999999997
2016-03-01,2260,2343.9675000000007,2374.687
2016-03-02,2233.6,2338.245,2369.574
2016-03-03,2279.25,2336.705,2365.6369999999997
2016-03-04,2304.7,2333.8849999999998,2362.2189999999996
2016-03-08,2316.85,2332.2925,2358.8599999999997
2016-03-09,2313.85,2329.1025,2355.388
2016-03-10,2319.9,2326.5449999999996,2351.163
2016-03-11,2325.8,2326.2774999999997,2347.369
2016-03-14,2313.05,2326.7825000000003,2342.96
2016-03-15,2278.45,2323.5425000000005,2338.128
2016-03-16,2249.65,2319.2875000000004,2333.358
2016-03-17,2269.8,2314.9325,2328.813
2016-03-18,2301.85,2309.75,2325.1400000000003
2016-03-21,2311.8,2302.4900000000002,2322.9910000000004
2016-03-22,2309.65,2294.2075,2321.6470000000004
2016-03-23,2354.45,2292.1175,2321.5400000000004
2016-03-28,2355.5,2292.66,2321.8010000000004
2016-03-29,2347.3,2294.135,2321.4670000000006
2016-03-30,2417.2,2303.1525,2322.568
2016-03-31,2406.1,2313.4374999999995,2323.9860000000003
2016-04-01,2417.15,2321.295,2327.337
2016-04-04,2449.7,2332.1,2330.9990000000003
2016-04-05,2396.45,2337.9599999999996,2333.4030000000002
2016-04-06,2396.75,2342.5624999999995,2335.858
2016-04-07,2374.8,2345.46,2337.0020000000004
2016-04-08,2390.65,2349.3,2338.352
2016-04-11,2431.8,2354.8950000000004,2340.9539999999997
2016-04-12,2459.1,2361.5600000000004,2344.741
2016-04-13,2580.8,2374.9475,2349.519
2016-04-18,2540.3,2388.040000000001,2353.7630000000004
2016-04-20,2536.3,2402.3725000000004,2357.2380000000003
2016-04-21,2496.1,2413.6875000000005,2360.199
2016-04-22,2521.1,2424.6500000000005,2364.42
2016-04-25,2543.25,2436.2225000000008,2368.0630000000006
2016-04-26,2549.65,2448.2225000000003,2372.0820000000003
2016-04-27,2549.1,2457.955,2375.5110000000004
2016-04-28,2488.45,2464.6025,2377.8590000000004
2016-04-29,2484.6,2471.4674999999997,2380.9280000000003
2016-05-02,2477.55,2474.4849999999997,2384.4200000000005
2016-05-03,2463.2,2477.3399999999992,2386.819000000001
2016-05-04,2459.2,2479.442499999999,2389.3080000000004
2016-05-05,2453,2479.6074999999996,2391.2300000000005
2016-05-06,2435.85,2481.5774999999994,2391.837000000001
2016-05-09,2527.95,2488.1375,2393.2560000000008
2016-05-10,2532.8,2496.0374999999995,2394.406000000001
2016-05-11,2517.75,2502.3924999999995,2396.8360000000002
2016-05-12,2550.45,2508.325,2400.952
2016-05-13,2514.3,2511.085,2404.8820000000005
2016-05-16,2518.6,2507.975,2410.5170000000007
2016-05-17,2513,2506.6099999999997,2416.7690000000007
2016-05-18,2466.45,2503.1175,2420.8980000000006
2016-05-19,2440.7,2500.3474999999994,2425.0400000000004
2016-05-20,2461,2497.3424999999997,2428.675
2016-05-23,2416.75,2491.0174999999995,2430.916
2016-05-24,2384.5,2482.7599999999998,2432.2690000000002
2016-05-25,2478.85,2479.2474999999995,2435.5690000000004
2016-05-26,2505.15,2480.0824999999995,2439.2740000000003
2016-05-27,2567.45,2484.2249999999995,2444.1070000000004
2016-05-30,2608.75,2490.785,2450.021
2016-05-31,2618.9,2498.57,2456.8300000000004
2016-06-01,2602.7,2505.745,2463.891
2016-06-02,2594.85,2512.8374999999996,2470.392
2016-06-03,2635,2522.7949999999996,2477.055
2016-06-06,2633.25,2528.06,2483.4840000000004
2016-06-07,2642.25,2533.5325,2490.136
2016-06-08,2631.55,2539.2225,2495.678
2016-06-09,2593.25,2541.3625,2500.433
2016-06-10,2585.05,2544.9000000000005,2505.1879999999996
2016-06-13,2587.2,2548.3300000000004,2508.5879999999997
2016-06-14,2561.2,2550.7400000000002,2511.6899999999996
2016-06-15,2602.1,2557.5225,2515.3889999999997
2016-06-16,2566.4,2563.8075,2517.7229999999995
2016-06-17,2577.1,2569.6125,2521.336
2016-06-20,2612.05,2579.3774999999996,2525.642
2016-06-21,2625.2,2591.4124999999995,2530.6499999999996
2016-06-22,2626.65,2598.8025,2535.3699999999994
2016-06-23,2651.25,2606.1075,2539.7589999999996
2016-06-24,2679,2611.685,2544.1569999999997
2016-06-27,2651.6,2613.8275,2545.573
2016-06-28,2626.2,2614.1925,2547.2909999999997
2016-06-29,2644.75,2616.2949999999996,2549.46
2016-06-30,2686.25,2620.865,2553.263
2016-07-01,2668.9,2622.56,2556.219
2016-07-04,2650.85,2623.4399999999996,2558.371
2016-07-05,2613.95,2622.0249999999996,2559.6569999999997
2016-07-07,2610.4,2620.9674999999997,2560.883
2016-07-08,2606.45,2621.6274999999996,2563.2429999999995
2016-07-11,2649.2,2624.8349999999996,2566.5349999999994
2016-07-12,2652.15,2628.0824999999995,2570.0269999999996
2016-07-13,2655.65,2632.8049999999994,2573.8759999999993
2016-07-14,2661.55,2635.7775,2577.9229999999993
2016-07-15,2688.4,2641.8775,2582.6309999999994
2016-07-18,2755.8,2650.8125000000005,2589.0299999999993
2016-07-19,2750.25,2657.7225000000008,2593.4759999999997
2016-07-20,2769,2664.912500000001,2598.1999999999994
2016-07-21,2764.9,2671.8250000000007,2603.142999999999
2016-07-22,2720.75,2675.3000000000006,2606.5489999999995
2016-07-25,2700,2676.350000000001,2610.2629999999995
2016-07-26,2670.15,2677.2775000000006,2613.2939999999994
2016-07-27,2668.75,2679.405,2616.408999999999
2016-07-28,2660.6,2680.1975,2620.2919999999995
2016-07-29,2702,2680.985,2625.517999999999
2016-08-01,2735.4,2684.31,2631.0059999999994
2016-08-02,2748.45,2689.1899999999996,2637.6399999999994
2016-08-03,2716.3,2694.3075,2644.2759999999985
2016-08-04,2739.8,2700.7775,2649.494999999999
2016-08-05,2859.85,2713.4475,2656.588999999999
2016-08-08,2873,2724.6375000000003,2662.6999999999994
2016-08-09,2864.15,2735.2375,2667.807999999999
2016-08-10,2849,2744.905,2672.4099999999994
2016-08-11,2844.7,2754.0625,2677.2499999999995
2016-08-12,2867.45,2763.015,2682.7019999999993
2016-08-16,2875.65,2769.0074999999997,2687.5149999999994
2016-08-17,2932.9,2778.14,2693.5079999999994
2016-08-18,2942.75,2786.8275,2699.517999999999
2016-08-19,2931.5,2795.1575000000003,2705.5169999999994
2016-08-22,2931.45,2805.6924999999997,2712.281
2016-08-23,2875.25,2814.4549999999995,2718.0849999999996
2016-08-24,2872.25,2824.56,2723.7859999999996
2016-08-25,2863,2834.2725,2729.8219999999997
2016-08-26,2857.25,2844.105,2734.925
2016-08-29,2884.3,2853.2200000000003,2741.2829999999994
2016-08-30,2982.15,2865.5575,2749.3839999999996
2016-08-31,2980.95,2877.1825,2756.762
2016-09-01,2996.55,2891.1950000000006,2764.1890000000003
2016-09-02,2999.85,2904.1975000000007,2771.653
2016-09-06,3006.65,2911.5375000000004,2778.761
2016-09-07,2985.85,2917.1800000000003,2784.8979999999997
2016-09-08,3090.55,2928.5,2793.677
2016-09-09,3034.1,2937.755,2801.8349999999996
2016-09-12,2955.3,2943.2850000000003,2808.0459999999994
2016-09-14,2980.05,2948.9150000000004,2813.9219999999996
2016-09-15,2931.95,2951.7300000000005,2819.182999999999
2016-09-16,2980,2954.085,2825.7659999999996
2016-09-19,2945.75,2954.235,2832.402
2016-09-20,2888.1,2952.065,2837.956
2016-09-21,2902.9,2950.6375,2843.885
2016-09-22,2925.5,2953.15,2849.4109999999996
2016-09-23,2926.6,2955.8674999999994,2854.9000000000005
2016-09-26,2890.75,2957.255,2859.6020000000003
2016-09-27,2871.05,2957.9449999999997,2863.792
2016-09-28,2913.9,2959.425,2868.302
2016-09-29,2844.55,2952.5450000000005,2870.0769999999993
2016-09-30,2832.15,2945.1050000000005,2871.715
2016-10-03,2882.55,2939.4050000000007,2873.986
2016-10-04,2894.35,2934.13,2876.575
2016-10-05,2857.2,2926.6575000000003,2879.304
2016-10-06,2825.9,2918.6600000000008,2881.822
2016-10-07,2883.9,2908.3275000000003,2886.097
2016-10-10,2874.85,2900.3650000000002,2890.219000000001
2016-10-13,2823.75,2893.7875,2893.482000000001
2016-10-14,2804.8,2885.025,2895.5380000000005
2016-10-17,2754.3,2876.1425000000004,2895.9159999999997
2016-10-18,2790.85,2866.6850000000004,2896.7639999999997
2016-10-19,2787.15,2858.755,2898.1809999999996
2016-10-20,2788.25,2853.7625000000003,2899.15
2016-10-21,2798.95,2848.565,2897.9320000000007
2016-10-24,2789.3,2841.7550000000006,2896.258
2016-10-25,2799.95,2835.4225,2894.974
2016-10-26,2818.65,2831.8175,2894.367
2016-10-27,2764.35,2826.4825,2892.7600000000007
2016-10-28,2834.65,2822.52,2892.1040000000003
2016-10-30,2833.45,2821.9649999999992,2891.2600000000007
2016-11-01,2824.7,2821.5924999999993,2889.0960000000005
2016-11-02,2817.65,2818.3474999999994,2886.594
2016-11-03,2831.45,2815.2025,2884.5930000000003
2016-11-04,2813.35,2813.0099999999993,2882.231
2016-11-07,2828.1,2813.1199999999994,2881.288
2016-11-08,2865.7,2812.2099999999996,2881.157
2016-11-09,2781.6,2807.547499999999,2879.5290000000005
2016-11-10,2735.3,2803.1249999999995,2877.09
2016-11-11,2648.05,2795.2875,2872.3649999999993
2016-11-15,2575.75,2786.3599999999997,2864.2369999999996
2016-11-16,2610.85,2777.3599999999997,2856.8349999999996
2016-11-17,2544.35,2765.2200000000003,2847.7909999999997
2016-11-18,2574.6,2754.5375,2839.2860000000005
2016-11-21,2527.6,2740.97,2829.7050000000013
2016-11-22,2600.6,2731.535,2822.0000000000005
2016-11-23,2595.75,2721.325,2812.1040000000007
2016-11-24,2632.3,2712.0074999999997,2804.0680000000007
2016-11-25,2612.85,2704.4324999999994,2797.219
2016-11-28,2637.45,2694.5724999999993,2790.3670000000006
2016-11-29,2661.8,2685.99,2784.964000000001
2016-11-30,2683.75,2678.9424999999997,2779.0390000000007
2016-12-01,2685.15,2672.3175,2773.8270000000007
2016-12-02,2702.45,2665.8674999999994,2770.114000000001
2016-12-05,2737.5,2662.075,2766.806000000001
2016-12-06,2728.05,2657.0724999999998,2762.857000000001
2016-12-07,2701.7,2648.8725,2758.359000000001
2016-12-08,2773.75,2648.48,2756.0190000000007
2016-12-09,2719.55,2647.6925,2752.989000000001
2016-12-12,2652.75,2647.9275,2747.766000000001
2016-12-13,2659.4,2652.11,2744.0630000000006
2016-12-14,2649.45,2654.04,2740.409000000001
2016-12-15,2674.65,2660.555,2736.251000000001
2016-12-16,2658.9,2664.77,2731.542
2016-12-19,2646.3,2670.705000000001,2727.3239999999996
2016-12-20,2585.4,2669.9450000000006,2722.5139999999997
2016-12-21,2585.65,2669.4400000000005,2716.5490000000004
2016-12-22,2566.55,2666.1525,2710.383
2016-12-23,2621.35,2666.5775000000003,2706.335
2016-12-26,2596.7,2664.5400000000004,2702.173
2016-12-27,2633.6,2663.13,2699.7589999999996
2016-12-28,2631.6,2660.5225,2696.5739999999996
2016-12-29,2655.45,2659.0375,2693.94
2016-12-30,2633.85,2655.6074999999996,2690.8520000000003
2017-01-02,2596.8,2648.5724999999998,2686.8089999999993
2017-01-03,2620.1,2643.1749999999997,2683.4249999999993
2017-01-04,2688.55,2642.5175,2681.1969999999997
2017-01-05,2720.95,2639.8774999999996,2679.243
2017-01-06,2708.4,2639.32,2678.124
2017-01-09,2721.05,2642.7349999999997,2675.8519999999994
2017-01-10,2740.8,2646.8050000000003,2673.999
2017-01-11,2717.55,2650.21,2671.8559999999998
2017-01-12,2731.5,2653.0525000000002,2670.133
2017-01-13,2708.05,2655.51,2667.665
2017-01-16,2722,2659.2950000000005,2665.8379999999997
2017-01-17,2729.9,2666.5200000000004,2663.8740000000003
2017-01-18,2704.3,2672.4525000000003,2660.646
2017-01-19,2695.95,2678.9225000000006,2658.9330000000004
2017-01-20,2698.35,2682.7725,2658.1940000000004
2017-01-23,2707.4,2688.3075,2659.3810000000003
2017-01-24,2796.1,2696.4325,2663.7880000000005
2017-01-25,2851,2707.4025,2668.591000000001
2017-01-27,2853.5,2717.305,2674.774000000001
2017-01-30,2825.35,2726.8799999999997,2679.7890000000007
2017-01-31,2837.75,2738.9275,2685.9920000000006
2017-02-01,2856.65,2750.755,2691.113000000001
2017-02-02,2808.8,2756.7675,2695.3740000000003
2017-02-03,2809.95,2761.2175,2698.9270000000006
2017-02-06,2798.6,2765.7275,2702.6420000000007
2017-02-07,2775,2768.425,2705.3930000000005
2017-02-08,2786.2,2770.6949999999997,2707.8810000000008
2017-02-09,2785.25,2774.08,2709.9110000000005
2017-02-10,2795.8,2777.2949999999996,2712.1240000000003
2017-02-13,2806.4,2782.2125,2714.203
2017-02-14,2779.4,2785.0825,2715.041
2017-02-15,2790,2788.0875,2716.28
